input_order,standard_structure_id,output_complex_basename,output_pdb_code,output_rank_token,source_pdb_basename,source_pdb_stem,source_pdb,complex_pdb_path,template_protein_pdb_path,ligand_pdb_path,ligand_order_manifest_path,active_ligand_pdb_order,input_ligand_resname_order,ligand_input_branch,ligand_pdb_count,n_ligand_atoms,workflow_profile,docking_alignment_mode,legacy_compatible,compatibility_reason,matched_ca_count,sequence_identity,alignment_coverage,alignment_rmsd,status,error_message,protein_atom_count,ligand_atom_count,clash_count,clash_score,min_distance,min_clash_distance,clash_max,pass_clash,weighted_direction,clash_method,neighbor_search_cutoff
134,GAC_134,GAC_134_complex.pdb,GAC,134,GAC.AF2rank134.pdb,GAC.AF2rank134,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank134.pdb,results/GAC/02_template_guided_docking/complexes/GAC_134_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,4,1.1015905090701863,2.0698949956662047,2.0698949956662047,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
135,GAC_135,GAC_135_complex.pdb,GAC,135,GAC.AF2rank135.pdb,GAC.AF2rank135,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank135.pdb,results/GAC/02_template_guided_docking/complexes/GAC_135_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.3034385162192055,2.213485700031615,2.213485700031615,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
136,GAC_136,GAC_136_complex.pdb,GAC,136,GAC.AF2rank136.pdb,GAC.AF2rank136,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank136.pdb,results/GAC/02_template_guided_docking/complexes/GAC_136_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,1.8021381282762863,2.0778952270540936,2.0778952270540936,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
137,GAC_137,GAC_137_complex.pdb,GAC,137,GAC.AF2rank137.pdb,GAC.AF2rank137,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank137.pdb,results/GAC/02_template_guided_docking/complexes/GAC_137_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,1.6833506668498983,2.0908828525375465,2.0908828525375465,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
138,GAC_138,GAC_138_complex.pdb,GAC,138,GAC.AF2rank138.pdb,GAC.AF2rank138,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank138.pdb,results/GAC/02_template_guided_docking/complexes/GAC_138_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,11,3.9648912763153703,1.9791227217563794,1.9791227217563794,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
139,GAC_139,GAC_139_complex.pdb,GAC,139,GAC.AF2rank139.pdb,GAC.AF2rank139,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank139.pdb,results/GAC/02_template_guided_docking/complexes/GAC_139_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.2990998298521044,2.077993785362095,2.077993785362095,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
140,GAC_140,GAC_140_complex.pdb,GAC,140,GAC.AF2rank140.pdb,GAC.AF2rank140,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank140.pdb,results/GAC/02_template_guided_docking/complexes/GAC_140_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,3.013240150563113,2.016054043000388,2.016054043000388,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
141,GAC_141,GAC_141_complex.pdb,GAC,141,GAC.AF2rank141.pdb,GAC.AF2rank141,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank141.pdb,results/GAC/02_template_guided_docking/complexes/GAC_141_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.4677142815872615,2.0579225734684004,2.0579225734684004,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
142,GAC_142,GAC_142_complex.pdb,GAC,142,GAC.AF2rank142.pdb,GAC.AF2rank142,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank142.pdb,results/GAC/02_template_guided_docking/complexes/GAC_142_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.0031551141395245,2.133961528871356,2.133961528871356,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
143,GAC_143,GAC_143_complex.pdb,GAC,143,GAC.AF2rank143.pdb,GAC.AF2rank143,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank143.pdb,results/GAC/02_template_guided_docking/complexes/GAC_143_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.392858624768874,2.0678459348947458,2.0678459348947458,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
144,GAC_144,GAC_144_complex.pdb,GAC,144,GAC.AF2rank144.pdb,GAC.AF2rank144,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank144.pdb,results/GAC/02_template_guided_docking/complexes/GAC_144_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.9922241142697152,2.0548528367748053,2.0548528367748053,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
145,GAC_145,GAC_145_complex.pdb,GAC,145,GAC.AF2rank145.pdb,GAC.AF2rank145,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank145.pdb,results/GAC/02_template_guided_docking/complexes/GAC_145_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.6373881850686915,2.2269688884026997,2.2269688884026997,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
146,GAC_146,GAC_146_complex.pdb,GAC,146,GAC.AF2rank146.pdb,GAC.AF2rank146,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank146.pdb,results/GAC/02_template_guided_docking/complexes/GAC_146_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,1.9168476862300428,2.1271746037007313,2.1271746037007313,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
147,GAC_147,GAC_147_complex.pdb,GAC,147,GAC.AF2rank147.pdb,GAC.AF2rank147,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank147.pdb,results/GAC/02_template_guided_docking/complexes/GAC_147_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.4120261638217073,2.2362291762516024,2.2362291762516024,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
148,GAC_148,GAC_148_complex.pdb,GAC,148,GAC.AF2rank148.pdb,GAC.AF2rank148,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank148.pdb,results/GAC/02_template_guided_docking/complexes/GAC_148_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.03960997598435,2.0375996259869136,2.0375996259869136,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
149,GAC_149,GAC_149_complex.pdb,GAC,149,GAC.AF2rank149.pdb,GAC.AF2rank149,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank149.pdb,results/GAC/02_template_guided_docking/complexes/GAC_149_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.4868123276551821,2.1174814299643883,2.1174814299643883,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
150,GAC_150,GAC_150_complex.pdb,GAC,150,GAC.AF2rank150.pdb,GAC.AF2rank150,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank150.pdb,results/GAC/02_template_guided_docking/complexes/GAC_150_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.8680494732308008,2.05238213498094,2.05238213498094,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
151,GAC_151,GAC_151_complex.pdb,GAC,151,GAC.AF2rank151.pdb,GAC.AF2rank151,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank151.pdb,results/GAC/02_template_guided_docking/complexes/GAC_151_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.0317505362646306,2.102940010883389,2.102940010883389,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
152,GAC_152,GAC_152_complex.pdb,GAC,152,GAC.AF2rank152.pdb,GAC.AF2rank152,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank152.pdb,results/GAC/02_template_guided_docking/complexes/GAC_152_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.8072942585129121,2.010986116626944,2.010986116626944,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
153,GAC_153,GAC_153_complex.pdb,GAC,153,GAC.AF2rank153.pdb,GAC.AF2rank153,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank153.pdb,results/GAC/02_template_guided_docking/complexes/GAC_153_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,1.380985283080649,2.2842838171040967,2.2842838171040967,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
154,GAC_154,GAC_154_complex.pdb,GAC,154,GAC.AF2rank154.pdb,GAC.AF2rank154,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank154.pdb,results/GAC/02_template_guided_docking/complexes/GAC_154_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.088484550649133,2.1344724042178194,2.1344724042178194,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
155,GAC_155,GAC_155_complex.pdb,GAC,155,GAC.AF2rank155.pdb,GAC.AF2rank155,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank155.pdb,results/GAC/02_template_guided_docking/complexes/GAC_155_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,1.8969540339847275,2.1743026659867835,2.1743026659867835,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
156,GAC_156,GAC_156_complex.pdb,GAC,156,GAC.AF2rank156.pdb,GAC.AF2rank156,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank156.pdb,results/GAC/02_template_guided_docking/complexes/GAC_156_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.6481660498418016,2.0799809738133748,2.0799809738133748,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
157,GAC_157,GAC_157_complex.pdb,GAC,157,GAC.AF2rank157.pdb,GAC.AF2rank157,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank157.pdb,results/GAC/02_template_guided_docking/complexes/GAC_157_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,10,2.2751305896791107,2.0266942169506783,2.0266942169506783,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
158,GAC_158,GAC_158_complex.pdb,GAC,158,GAC.AF2rank158.pdb,GAC.AF2rank158,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank158.pdb,results/GAC/02_template_guided_docking/complexes/GAC_158_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.349002555852353,2.0190031821468484,2.0190031821468484,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
159,GAC_159,GAC_159_complex.pdb,GAC,159,GAC.AF2rank159.pdb,GAC.AF2rank159,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank159.pdb,results/GAC/02_template_guided_docking/complexes/GAC_159_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,7,1.7968064850655985,2.1032987162811136,2.1032987162811136,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
160,GAC_160,GAC_160_complex.pdb,GAC,160,GAC.AF2rank160.pdb,GAC.AF2rank160,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank160.pdb,results/GAC/02_template_guided_docking/complexes/GAC_160_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,11,2.8485953408722007,2.0215620261339944,2.0215620261339944,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
161,GAC_161,GAC_161_complex.pdb,GAC,161,GAC.AF2rank161.pdb,GAC.AF2rank161,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank161.pdb,results/GAC/02_template_guided_docking/complexes/GAC_161_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,12,2.7278244251499997,2.031864047556819,2.031864047556819,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
162,GAC_162,GAC_162_complex.pdb,GAC,162,GAC.AF2rank162.pdb,GAC.AF2rank162,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank162.pdb,results/GAC/02_template_guided_docking/complexes/GAC_162_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,8,1.9168984459782554,2.083144930898429,2.083144930898429,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
163,GAC_163,GAC_163_complex.pdb,GAC,163,GAC.AF2rank163.pdb,GAC.AF2rank163,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank163.pdb,results/GAC/02_template_guided_docking/complexes/GAC_163_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,6,2.091505789919165,2.0221466174978606,2.0221466174978606,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
164,GAC_164,GAC_164_complex.pdb,GAC,164,GAC.AF2rank164.pdb,GAC.AF2rank164,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank164.pdb,results/GAC/02_template_guided_docking/complexes/GAC_164_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,passed,,2315,10,9,2.2359244160837566,2.098088127165128,2.098088127165128,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
165,GAC_165,GAC_165_complex.pdb,GAC,165,GAC.AF2rank165.pdb,GAC.AF2rank165,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank165.pdb,results/GAC/02_template_guided_docking/complexes/GAC_165_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,standard,dock_py_exact,False,different_ordered_sequence,302,0.0,0.0,,failed,,2315,10,12,3.069889916752694,2.005880130023357,2.005880130023357,10,False,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
