input_order,standard_structure_id,output_complex_basename,output_pdb_code,output_rank_token,source_pdb_basename,source_pdb_stem,source_pdb,complex_pdb_path,template_protein_pdb_path,ligand_pdb_path,ligand_order_manifest_path,active_ligand_pdb_order,input_ligand_resname_order,ligand_input_branch,ligand_pdb_count,n_ligand_atoms,status,error_message,workflow_profile,docking_alignment_mode,legacy_compatible,compatibility_reason,template_chain_count,target_chain_count,template_ca_count,target_ca_count,matched_ca_count,sequence_identity,alignment_coverage,alignment_rmsd
74,GAC_74,GAC_74_complex.pdb,GAC,74,GAC.AF2rank74.pdb,GAC.AF2rank74,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank74.pdb,results/GAC/02_template_guided_docking/complexes/GAC_74_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
75,GAC_75,GAC_75_complex.pdb,GAC,75,GAC.AF2rank75.pdb,GAC.AF2rank75,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank75.pdb,results/GAC/02_template_guided_docking/complexes/GAC_75_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
76,GAC_76,GAC_76_complex.pdb,GAC,76,GAC.AF2rank76.pdb,GAC.AF2rank76,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank76.pdb,results/GAC/02_template_guided_docking/complexes/GAC_76_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
77,GAC_77,GAC_77_complex.pdb,GAC,77,GAC.AF2rank77.pdb,GAC.AF2rank77,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank77.pdb,results/GAC/02_template_guided_docking/complexes/GAC_77_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
78,GAC_78,GAC_78_complex.pdb,GAC,78,GAC.AF2rank78.pdb,GAC.AF2rank78,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank78.pdb,results/GAC/02_template_guided_docking/complexes/GAC_78_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
79,GAC_79,GAC_79_complex.pdb,GAC,79,GAC.AF2rank79.pdb,GAC.AF2rank79,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank79.pdb,results/GAC/02_template_guided_docking/complexes/GAC_79_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
80,GAC_80,GAC_80_complex.pdb,GAC,80,GAC.AF2rank80.pdb,GAC.AF2rank80,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank80.pdb,results/GAC/02_template_guided_docking/complexes/GAC_80_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
81,GAC_81,GAC_81_complex.pdb,GAC,81,GAC.AF2rank81.pdb,GAC.AF2rank81,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank81.pdb,results/GAC/02_template_guided_docking/complexes/GAC_81_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
82,GAC_82,GAC_82_complex.pdb,GAC,82,GAC.AF2rank82.pdb,GAC.AF2rank82,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank82.pdb,results/GAC/02_template_guided_docking/complexes/GAC_82_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
83,GAC_83,GAC_83_complex.pdb,GAC,83,GAC.AF2rank83.pdb,GAC.AF2rank83,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank83.pdb,results/GAC/02_template_guided_docking/complexes/GAC_83_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
84,GAC_84,GAC_84_complex.pdb,GAC,84,GAC.AF2rank84.pdb,GAC.AF2rank84,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank84.pdb,results/GAC/02_template_guided_docking/complexes/GAC_84_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
85,GAC_85,GAC_85_complex.pdb,GAC,85,GAC.AF2rank85.pdb,GAC.AF2rank85,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank85.pdb,results/GAC/02_template_guided_docking/complexes/GAC_85_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
86,GAC_86,GAC_86_complex.pdb,GAC,86,GAC.AF2rank86.pdb,GAC.AF2rank86,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank86.pdb,results/GAC/02_template_guided_docking/complexes/GAC_86_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
87,GAC_87,GAC_87_complex.pdb,GAC,87,GAC.AF2rank87.pdb,GAC.AF2rank87,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank87.pdb,results/GAC/02_template_guided_docking/complexes/GAC_87_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
88,GAC_88,GAC_88_complex.pdb,GAC,88,GAC.AF2rank88.pdb,GAC.AF2rank88,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank88.pdb,results/GAC/02_template_guided_docking/complexes/GAC_88_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
89,GAC_89,GAC_89_complex.pdb,GAC,89,GAC.AF2rank89.pdb,GAC.AF2rank89,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank89.pdb,results/GAC/02_template_guided_docking/complexes/GAC_89_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
90,GAC_90,GAC_90_complex.pdb,GAC,90,GAC.AF2rank90.pdb,GAC.AF2rank90,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank90.pdb,results/GAC/02_template_guided_docking/complexes/GAC_90_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
91,GAC_91,GAC_91_complex.pdb,GAC,91,GAC.AF2rank91.pdb,GAC.AF2rank91,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank91.pdb,results/GAC/02_template_guided_docking/complexes/GAC_91_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
92,GAC_92,GAC_92_complex.pdb,GAC,92,GAC.AF2rank92.pdb,GAC.AF2rank92,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank92.pdb,results/GAC/02_template_guided_docking/complexes/GAC_92_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
93,GAC_93,GAC_93_complex.pdb,GAC,93,GAC.AF2rank93.pdb,GAC.AF2rank93,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank93.pdb,results/GAC/02_template_guided_docking/complexes/GAC_93_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
94,GAC_94,GAC_94_complex.pdb,GAC,94,GAC.AF2rank94.pdb,GAC.AF2rank94,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank94.pdb,results/GAC/02_template_guided_docking/complexes/GAC_94_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
95,GAC_95,GAC_95_complex.pdb,GAC,95,GAC.AF2rank95.pdb,GAC.AF2rank95,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank95.pdb,results/GAC/02_template_guided_docking/complexes/GAC_95_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
96,GAC_96,GAC_96_complex.pdb,GAC,96,GAC.AF2rank96.pdb,GAC.AF2rank96,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank96.pdb,results/GAC/02_template_guided_docking/complexes/GAC_96_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
97,GAC_97,GAC_97_complex.pdb,GAC,97,GAC.AF2rank97.pdb,GAC.AF2rank97,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank97.pdb,results/GAC/02_template_guided_docking/complexes/GAC_97_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
98,GAC_98,GAC_98_complex.pdb,GAC,98,GAC.AF2rank98.pdb,GAC.AF2rank98,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank98.pdb,results/GAC/02_template_guided_docking/complexes/GAC_98_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
99,GAC_99,GAC_99_complex.pdb,GAC,99,GAC.AF2rank99.pdb,GAC.AF2rank99,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank99.pdb,results/GAC/02_template_guided_docking/complexes/GAC_99_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
100,GAC_100,GAC_100_complex.pdb,GAC,100,GAC.AF2rank100.pdb,GAC.AF2rank100,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank100.pdb,results/GAC/02_template_guided_docking/complexes/GAC_100_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
101,GAC_101,GAC_101_complex.pdb,GAC,101,GAC.AF2rank101.pdb,GAC.AF2rank101,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank101.pdb,results/GAC/02_template_guided_docking/complexes/GAC_101_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
102,GAC_102,GAC_102_complex.pdb,GAC,102,GAC.AF2rank102.pdb,GAC.AF2rank102,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank102.pdb,results/GAC/02_template_guided_docking/complexes/GAC_102_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
103,GAC_103,GAC_103_complex.pdb,GAC,103,GAC.AF2rank103.pdb,GAC.AF2rank103,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank103.pdb,results/GAC/02_template_guided_docking/complexes/GAC_103_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
104,GAC_104,GAC_104_complex.pdb,GAC,104,GAC.AF2rank104.pdb,GAC.AF2rank104,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank104.pdb,results/GAC/02_template_guided_docking/complexes/GAC_104_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
105,GAC_105,GAC_105_complex.pdb,GAC,105,GAC.AF2rank105.pdb,GAC.AF2rank105,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank105.pdb,results/GAC/02_template_guided_docking/complexes/GAC_105_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
106,GAC_106,GAC_106_complex.pdb,GAC,106,GAC.AF2rank106.pdb,GAC.AF2rank106,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank106.pdb,results/GAC/02_template_guided_docking/complexes/GAC_106_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
107,GAC_107,GAC_107_complex.pdb,GAC,107,GAC.AF2rank107.pdb,GAC.AF2rank107,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank107.pdb,results/GAC/02_template_guided_docking/complexes/GAC_107_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
108,GAC_108,GAC_108_complex.pdb,GAC,108,GAC.AF2rank108.pdb,GAC.AF2rank108,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank108.pdb,results/GAC/02_template_guided_docking/complexes/GAC_108_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
109,GAC_109,GAC_109_complex.pdb,GAC,109,GAC.AF2rank109.pdb,GAC.AF2rank109,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank109.pdb,results/GAC/02_template_guided_docking/complexes/GAC_109_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
110,GAC_110,GAC_110_complex.pdb,GAC,110,GAC.AF2rank110.pdb,GAC.AF2rank110,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank110.pdb,results/GAC/02_template_guided_docking/complexes/GAC_110_complex.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,results/GAC/02_template_guided_docking/tables/GAC_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/02_templates/ligand.pdb,GLC,untrimmed_input,1,10,ok,,standard,dock_py_exact,False,different_ordered_sequence,1,1,302,302,302,0.0,0.0,
